export_name,key,question,context,fieldTitle
FutureEffectiveInactivatedWorkAuthorization,FUTURE_EFFECTIVE_INACTIVE_WORK_AUTHORIZATION,Do you have any future-effective/inactivated work authorization?,,Future-effective/inactivated work authorization
ReentryPermitExpirationDate,REENTRY_PERMIT_EXPIRATION_DATE,When does your reentry permit expire?,,Reentry permit expiration
MaxStay,MAXIMUM_STAY,What is your maximum stay allowed (as per your current NIV classification)?,,Maximum stay
NAICSCode,NAICS_CODE,What NAICS code would you use to describe your business?,,NAICS code
OneSentenceCompanyDescription,ONE_SENTENCE_COMPANY_DESCRIPTION,One-sentence description of your company,,One-sentence description of your company
CompanyGrossAnnualIncome,COMPANY_GROSS_ANNUAL_INCOME,What is the gross annual income for your company?,"If you're a start up and only have VC funding, there will be a later question for reporting your VC funding.""",Company's gross annual income
EINApplicationDocument,EIN_APPLICATION_DOCUMENT,SS-4 Application for Employer Identification Number (EIN),,
IncCertificateDocument,INC_CERTIFICATE_DOCUMENT,Certificate of incorporation,,
CertificateOfAmendment,CERTIFICATE_OF_AMENDMENT_DOC,Certificate of amendment,"A certificate of amendment amends the articles of incorporation. It can amend anything from your company's name to your address, among other things.",
RecentFinancialStatementDocuments,RECENT_FINANCIAL_STATEMENT_DOCUMENTS,Most recent financial statements,,
RecentCompanyTaxReturnDocuments,RECENT_COMPANY_TAX_RETURN_DOCUMENTS,Most recent company tax returns,,
RecentCompanyBankStatementDocuments,RECENT_COMPANY_BANK_STATEMENT_DOCUMENTS,Most recent company bank statements (2 months),,
OrganizationChartDocument,ORGANIZATION_CHART_DOCUMENT,Organizational chart (if any),,
ResumesReportingToThisEmployeeDocument,RESUMES_REPORTING_TO_THIS_EMPLOYEE_DOCUMENT,Resumes of people reporting to this employee,,
OfficeLeaseDocument,OFFICE_LEASE_DOCUMENT,Office lease (if any),,
LCAFilingNotice,LCA_FILING_NOTICE,Physically posting the notice,"The traditional posting mechanism is to physically post the notice. If you decide to use this method, please print two copies of the Notice of Filing and post it in places at each of the work locations where this employee will be working (i.e. post 2 total copies). If this employee is going to be working from home, their home is classified as a work location and they’d need to physically print and tape it up on the wall in 2 locations in their house.",
LCAAlternativeFilingNotice,LCA_ALTERNATIVE_FILING_NOTICE,Alternative methods of posting your Notice of Filing,Other methods of posting this Notice of Filing are to: - Send it in an email to all of the affected workers (meaning employees in the same general job category) at the same worksite location - Upload it to an internal message board/employee web portal that employees all have access to,
LCAWageAgreement,LCA_WAGE_AGREEMENT,,,"##### Wages The employer shall pay nonimmigrant workers at least the prevailing wage or the employer’s actual wage, whichever is higher, and pay for non-productive time. The employer shall offer nonimmigrant workers benefits and eligibility for benefits provided as compensation for services on the same basis as the employer offers to U.S. workers. The employer shall not make deductions to recoup a business expense(s) of the employer including attorney fees and other costs connected to the performance of H-1B, H-1B1, or E-3 program functions which are required to be performed by the employer. This includes expenses related to the preparation and filing of this LCA and related visa petition information. 20 CFR 655.731;"
LCAWorkingConditionsAgreement,LCA_WORKING_CONDITIONS_AGREEMENT,,,"##### Working conditions The employer shall provide working conditions for nonimmigrants which will not adversely affect the working conditions of workers similarly employed. The employer’s obligation regarding working conditions shall extend for the duration of the validity period of the certified LCA or the period during which the worker(s) working pursuant to this LCA is employed by the employer, whichever is longer. 20 CFR 655.732;"
LCAStrikeAgreement,LCA_STRIKE_AGREEMENT,,,"##### Strike, lockout, or work stoppage At the time of filing this LCA, the employer is not involved in a strike, lockout, or work stoppage in the course of a labor dispute in the occupational classification in the area(s) of intended employment. The employer will notify the Department of Labor within 3 days of the occurrence of a strike or lockout in the occupation, and in that event the LCA will not be used to support a petition filing with the U.S. Citizenship and Immigration Services (USCIS) until the DOL Employment and Training Administration (ETA) determines that the strike or lockout has ended. 20 CFR 655.733; and"
LCANoticeAgreement,LCA_NOTICE_AGREEMENT,,,"##### Notice Notice of the LCA filing was provided no more than 30 days before the filing of this LCA or will be provided on the day this LCA is filed to the bargaining representative in the occupation and area of intended employment, or if there is no bargaining representative, to workers in the occupation at the place(s) of employment either by electronic or physical posting. This notice was or will be posted for a total period of 10 days, except that if employees are provided individual direct notice by e-mail, notification need only be given once. A copy of the notice documentation will be maintained in the employer’s public access file. A copy of this LCA will be provided to each nonimmigrant worker employed pursuant to the LCA. The employer shall, no later than the date the worker(s) report to work at the place(s) of employment, provide a signed copy of the certified LCA to the worker(s) working pursuant to this LCA. 20 CFR 655.734."
LCAPublicAccessPlaceOfBusiness,LCA_PUBLIC_ACCESS_PLACE_OF_BUSINESS,,,Employer’s principal place of business
LCAPublicAccessWork,LCA_PUBLIC_ACCESS_WORK,,,Place of employment
LCAPrevailingWageDocument,LCA_PREVAILING_WAGE_DOCUMENT,Prevailing wage determination,,
LCASubmitted,LCA_SUBMITTED,,,I have submitted this LCA to the DOL on behalf of my client.
H1BPremiumProcessing,H1B_PREMIUM_PROCESSING,Would you like to submit your case with premium processing?,"With normal processing, USCIS say they will process your case in 2 weeks to 3 months. That’s a wide range, so many companies choose to pay for premium processing which guarentees USCIS will process and respond to your case within 15 calendar days. For H-1B visas, the current premium processing fee is $2,500.",
GenericPremiumProcessing,PREMIUM_PROCESSING,Would you like to submit your case with premium processing?,"With normal processing, USCIS say they will process your case in 2 weeks to 3 months. That’s a wide range, so many companies choose to pay for premium processing which guarentees USCIS will process and respond to your case within 15 calendar days. The current premium processing fee is $2,500.",
ComparableWorkerFullName,%(workerCount)s_WORKER_FULL_NAME,What's the full name of the %(workerCount)s comparable worker?,,Worker full name
ComparableWorkerSalary,%(workerCount)s_WORKER_SALARY,What's the salary of the %(workerCount)s comparable worker?,Please enter the value in dollars.,Worker salary (in dollars)
ComparableWorkerResponsibilities,%(workerCount)s_WORKER_COMPARABLE_RESPONSIBILITIES,What are the comparable responsibilities of the %(workerCount)s comparable worker?,,Responsibilities comparable to the beneficiary
ComparableWorkerResponsibilitiesComparable,%(workerCount)s_WORKER_RESPONSIBILITY_COMPARABLE,Are the responsibilities of the %(workerCount)s comparable worker and the beneficiary comparable?,,Responsibilities are comparable to beneficiary's
ComparableWorkerReasonForSalary,%(workerCount)s_WORKER_REASON_FOR_SALARY,"If there's a difference in salary between the beneficiary and the %(workerCount)s comparable worker, what explains that difference?",,Explain salary difference (if any)
ComparableWorkerCount,COMPARABLE_WORKERS_COUNT,How many workers have comparable positions and responsibilities to the beneficiary?,,Number of workers with comparable positions and responsibilities to the beneficiary
LeadingRole,LEADING_ROLE,Have you played a leading or starring role for an event or performance?,"Remember, the more prestigious, the better. On the next page, we’ll ask you to list as many as you can think of that could potentially be used to support your case.",
LeadingRoleName,%(exhibitCount)s_LEADING_ROLE_NAME,What is the name of your %(exhibitCount)s leading role?,,Name of role
LeadingRoleDetails,%(exhibitCount)s_LEADING_ROLE_DETAILS,Why do you think this role is helpful to your case?,,Why do you think this role is helpful to your case?
LeadingRoleEvidenceDocumentation,%(exhibitCount)s_LEADING_ROLE_EVIDENCE_DOCUMENTATION,What evidence do you think you can show?,Select all that apply.,Documentation
LeadingRolePress,%(exhibitCount)s_LEADING_ROLE_PRESS,Press about %(name)s,,
LeadingRoleContracts,%(exhibitCount)s_LEADING_ROLE_CONTRACTS,Contracts,,
LeadingRoleOtherDocs,%(exhibitCount)s_LEADING_ROLE_OTHER_DOCS,Any other documents related to %(name)s,,
LeadingRoleEndorsements,%(exhibitCount)s_LEADING_ROLE_ENDORSEMENTS,Endorsements,,
LeadingRoleEvidenceLetter,%(exhibitCount)s_LEADING_ROLE_EVIDENCE_LETTER,Do you have a letter of support to show as evidence?,,Someone can write a letter of support
LeadingRoleEvidenceOther,%(exhibitCount)s_LEADING_ROLE_EVIDENCE_OTHER,Do you have another type of evidence?,,Other
LeadingRoleRecommenderCount,%(exhibitCount)s_LEADING_ROLE_RECOMMENDER_COUNT,How many recommenders do you have for this leading role?,,
LeadingRoleRecommenderName,%(recommenderCount)s_%(exhibitCount)s_LEADING_ROLE_RECOMMENDER_NAME,What is the name of your recommender for your %(exhibitCount)s leading role?,,Recommender's full name
LeadingRoleOtherDetails,%(exhibitCount)s_LEADING_ROLE_EVIDENCE_OTHER_DETAILS,What other evidence can you provide?,,What other evidence can you provide?
O1BReviewEvidenceLeadingRoleInclude,%(exhibitCount)s_LEADING_ROLE_INCLUDE_IN_APP,Include %(name)s in application? %(link)s,,
O1BReviewEvidenceLeadingRoleNote,%(exhibitCount)s_LEADING_ROLE_INCLUDE_NOTE,Note about inclusion,,Notes
O1BPress,O1B_PRESS,Has any material been published about you and your work?,"Remember, this includes any published material in professional or major trade publications, newspapers, or other major media about you and your work.",
ArticleName,%(exhibitCount)s_ARTICLE_NAME,Name of aritcle,,Name of aritcle
WebsiteName,%(exhibitCount)s_WEBSITE_NAME,Website,,Website
WhyThisPress,%(exhibitCount)s_WHY_THIS_PRESS,Why do you think this press is helpful to your case?,,Why do you think this press is helpful to your case?
O1BPressAboutYou,%(exhibitCount)s_O1B_PRESS_ABOUT_YOU,Article(s) about your work,,
O1BReviewEvidencePressAboutYouInclude,%(exhibitCount)s_O1B_PRESS_ABOUT_YOU_INCLUDE_IN_APP,Include %(name)s in application? %(link)s,,
O1BReviewEvidencePressAboutYouNote,%(exhibitCount)s_O1B_PRESS_ABOUT_YOU_INCLUDE_NOTE,Note about inclusion,,Notes
O1BCriticalRole,O1B_CRITICAL_ROLE,Have you served in any critical roles at reputable companies or organizations?,"Remember, this includes employment in a critical or essential capacity for organizations and establishments that have a distinguished reputation",
O1BCriticalRoleCount,CRITICAL_ROLE_COUNT,How many critical roles would you like to report?,,
O1BCriticalRoleEvidenceDocumentation,%(exhibitCount)s_CRITICAL_ROLE_EVIDENCE_DOCUMENTATION,What evidence do you think you can show?,Select all that apply.,Documentation
O1BCriticalRoleName,%(exhibitCount)s_O1B_CRITICAL_ROLE_NAME,What is the name of your %(exhibitCount)s critical role?,,Name of role
O1BCriticalRoleDetails,%(exhibitCount)s_O1B_CRITICAL_ROLE_DETAILS,Why do you think this role is helpful to your case?,,Why do you think this role is helpful to your case?
O1BCriticalRoleEvidenceLetter,%(exhibitCount)s_O1B_CRITICAL_ROLE_EVIDENCE_LETTER,Do you have a letter of support to show as evidence?,,Someone can write a letter of support
O1BCriticalRoleEvidenceOther,%(exhibitCount)s_O1B_CRITICAL_ROLE_EVIDENCE_OTHER,Do you have another type of evidence?,,Other
O1BCriticalRoleOrgConnection,%(exhibitCount)s_O1B_CRITICAL_ROLE_ORG_CONNECTION,"Connection to organization (including offer letters, contracts, etc.)",,
O1BCriticalRolePress,%(exhibitCount)s_O1B_CRITICAL_ROLE_PRESS,"Press, trade journals, etc.",,
O1BCriticalRoleOtherDocs,%(exhibitCount)s_O1B_CRITICAL_ROLE_OTHER_DOCS,Other proof,,
O1BCriticalRoleRecommenderCount,%(exhibitCount)s_CRITICAL_ROLE_RECOMMENDER_COUNT,How many recommenders do you have for this critical role?,,
O1BCriticalRoleRecommenderName,%(recommenderCount)s_%(exhibitCount)s_CRITICAL_ROLE_RECOMMENDER_NAME,What is the name of your recommender for your %(exhibitCount)s critical role?,,Recommender's full name
O1BCriticalRoleOtherDetails,%(exhibitCount)s_CRITICAL_ROLE_EVIDENCE_OTHER_DETAILS,What other evidence can you provide?,,What other evidence can you provide?
O1BReviewEvidenceCriticalRoleInclude,%(exhibitCount)s_O1B_CRITICAL_ROLE_INCLUDE_IN_APP,Include %(name)s in application? %(link)s,,
O1BReviewEvidenceCriticalRoleNote,%(exhibitCount)s_O1B_CRITICAL_ROLE_INCLUDE_NOTE,Note about inclusion,,Notes
O1BCommercialSuccess,O1B_COMMERCIAL_SUCCESS,Have you had commercial success with your work?,"Remember, this includes any evidence that your work has been commercially successful.",
O1BCommercialSuccessDocumentation,%(exhibitCount)s_COMMERCIAL_SUCCESS_EVIDENCE_DOCUMENTATION,What evidence do you think you can show?,Select all that apply.,Documentation
O1BCommercialSuccessAwards,%(exhibitCount)s_O1B_COMMERCIAL_SUCCESS_AWARDS,Awards or honors,,
O1BCommercialSuccessPress,%(exhibitCount)s_O1B_COMMERCIAL_SUCCESS_PRESS,"Press, reviews, etc.",,
O1BCommercialSuccessBillboards,%(exhibitCount)s_O1B_COMMERCIAL_SUCCESS_BILLBOARDS,"Billboard charts, box office receipts, etc.",,
